     6.800     2.800     4.800     1.400     0.000     0.000     1.000     0.000     3.000  77
     6.700     3.000     5.000     1.700     0.000     0.000     0.994     0.006     3.000  78
     6.000     2.900     4.500     1.500     0.015     0.000     0.985     0.000     3.000  79
     5.700     2.600     3.500     1.000     1.000     0.000     0.000     0.000     1.000  80
     5.500     2.400     3.800     1.100     1.000     0.000     0.000     0.000     1.000  81
     5.500     2.400     3.700     1.000     1.000     0.000     0.000     0.000     1.000  82
     5.800     2.700     3.900     1.200     0.997     0.000     0.003     0.000     1.000  83
     6.000     2.700     5.100     1.600     0.000     0.000     1.000     0.000     3.000  84
     5.400     3.000     4.500     1.500     0.094     0.000     0.906     0.000     3.000  85
     6.000     3.400     4.500     1.600     0.001     0.000     0.999     0.000     3.000  86
     6.700     3.100     4.700     1.500     0.000     0.000     1.000     0.000     3.000  87
     6.300     2.300     4.400     1.300     0.432     0.000     0.568     0.000     3.000  88
     5.600     3.000     4.100     1.300     0.939     0.000     0.061     0.000     1.000  89
     5.500     2.500     4.000     1.300     0.995     0.000     0.005     0.000     1.000  90
     5.500     2.600     4.400     1.200     0.957     0.000     0.043     0.000     1.000  91
     6.100     3.000     4.600     1.400     0.013     0.000     0.987     0.000     3.000  92
     5.800     2.600     4.000     1.200     0.994     0.000     0.006     0.000     1.000  93
     5.000     2.300     3.300     1.000     1.000     0.000     0.000     0.000     1.000  94
     5.600     2.700     4.200     1.300     0.941     0.000     0.059     0.000     1.000  95
     5.700     3.000     4.200     1.200     0.945     0.000     0.055     0.000     1.000  96
     5.700     2.900     4.200     1.300     0.865     0.000     0.135     0.000     1.000  97
     6.200     2.900     4.300     1.300     0.315     0.000     0.685     0.000     3.000  98
     5.100     2.500     3.000     1.100     1.000     0.000     0.000     0.000     1.000  99
     5.700     2.800     4.100     1.300     0.949     0.000     0.051     0.000     1.000 100
     6.300     3.300     6.000     2.500     0.000     0.000     0.000     1.000     4.000 101
     5.800     2.700     5.100     1.900     0.000     0.000     0.994     0.006     3.000 102
     7.100     3.000     5.900     2.100     0.000     0.000     0.000     1.000     4.000 103
     6.300     2.900     5.600     1.800     0.000     0.000     0.433     0.567     4.000 104
     6.500     3.000     5.800     2.200     0.000     0.000     0.000     1.000     4.000 105
     7.600     3.000     6.600     2.100     0.000     0.000     0.000     1.000     4.000 106
     4.900     2.500     4.500     1.700     0.171     0.000     0.829     0.000     3.000 107
     7.300     2.900     6.300     1.800     0.000     0.000     0.000     1.000     4.000 108
     6.700     2.500     5.800     1.800     0.000     0.000     0.056     0.944     4.000 109
     7.200     3.600     6.100     2.500     0.000     0.000     0.000     1.000     4.000 110
     6.500     3.200     5.100     2.000     0.000     0.000     0.333     0.667     4.000 111
     6.400     2.700     5.300     1.900     0.000     0.000     0.693     0.307     3.000 112
     6.800     3.000     5.500     2.100     0.000     0.000     0.001     0.999     4.000 113
     5.700     2.500     5.000     2.000     0.000     0.000     0.995     0.005     3.000 114
     5.800     2.800     5.100     2.400     0.000     0.000     0.024     0.976     4.000 115
     6.400     3.200     5.300     2.300     0.000     0.000     0.001     0.999     4.000 116
     6.500     3.000     5.500     1.800     0.000     0.000     0.394     0.606     4.000 117
     7.700     3.800     6.700     2.200     0.000     0.000     0.000     1.000     4.000 118
     7.700     2.600     6.900     2.300     0.000     0.000     0.000     1.000     4.000 119
     6.000     2.200     5.000     1.500     0.002     0.000     0.998     0.000     3.000 120
     6.900     3.200     5.700     2.300     0.000     0.000     0.000     1.000     4.000 121
     5.600     2.800     4.900     2.000     0.000     0.000     0.997     0.003     3.000 122
     7.700     2.800     6.700     2.000     0.000     0.000     0.000     1.000     4.000 123
     6.300     2.700     4.900     1.800     0.000     0.000     0.999     0.001     3.000 124
     6.700     3.300     5.700     2.100     0.000     0.000     0.000     1.000     4.000 125
     7.200     3.200     6.000     1.800     0.000     0.000     0.000     1.000     4.000 126
     6.200     2.800     4.800     1.800     0.000     0.000     1.000     0.000     3.000 127
     6.100     3.000     4.900     1.800     0.000     0.000     0.999     0.001     3.000 128
     6.400     2.800     5.600     2.100     0.000     0.000     0.004     0.996     4.000 129
     7.200     3.000     5.800     1.600     0.000     0.000     0.065     0.935     4.000 130
     7.400     2.800     6.100     1.900     0.000     0.000     0.000     1.000     4.000 131
     7.900     3.800     6.400     2.000     0.000     0.000     0.000     1.000     4.000 132
     6.400     2.800     5.600     2.200     0.000     0.000     0.001     0.999     4.000 133
     6.300     2.800     5.100     1.500     0.000     0.000     1.000     0.000     3.000 134
     6.100     2.600     5.600     1.400     0.000     0.000     1.000     0.000     3.000 135
     7.700     3.000     6.100     2.300     0.000     0.000     0.000     1.000     4.000 136
     6.300     3.400     5.600     2.400     0.000     0.000     0.000     1.000     4.000 137
     6.400     3.100     5.500     1.800     0.000     0.000     0.438     0.562     4.000 138
     6.000     3.000     4.800     1.800     0.000     0.000     1.000     0.000     3.000 139
     6.900     3.100     5.400     2.100     0.000     0.000     0.001     0.999     4.000 140
     6.700     3.100     5.600     2.400     0.000     0.000     0.000     1.000     4.000 141
     6.900     3.100     5.100     2.300     0.000     0.000     0.001     0.999     4.000 142
     5.800     2.700     5.100     1.900     0.000     0.000     0.994     0.006     3.000 143
     6.800     3.200     5.900     2.300     0.000     0.000     0.000     1.000     4.000 144
     6.700     3.300     5.700     2.500     0.000     0.000     0.000     1.000     4.000 145
     6.700     3.000     5.200     2.300     0.000     0.000     0.001     0.999     4.000 146
     6.300     2.500     5.000     1.900     0.000     0.000     0.989     0.011     3.000 147
     6.500     3.000     5.200     2.000     0.000     0.000     0.244     0.756     4.000 148
     6.200     3.400     5.400     2.300     0.000     0.000     0.000     1.000     4.000 149
     5.900     3.000     5.100     1.800     0.000     0.000     0.997     0.003     3.000 150
